,sample_id,# MS2 peaks,# MS3 peaks,# MS4 peaks,# MS5 peaks,Parent m/z,MA (lower est.),MA (upper est.),MA (mean est.),MA (est.),MA (MW est.),formula,MW,CAS,SMILES,Dataset,MA,Error
111,5repeatAllMolecules/11Methylenedi_2_20190107150327,15,37,0,0,359.0991,17.69208136,28.08544253,23.16722326,"[21.5965958  25.2760377  22.81037962 22.5240235  25.89088052 28.08544253
 26.03404367 18.73988918 25.91358287 23.1660751  21.39081252 17.69208136
 27.41646644 22.31883657 23.69516099 22.30360772 20.89909824 20.2270106
 25.4748548  21.88958549]",25.65157136,C21H14N2O4,358.095358,13676-54-5,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,NatComm,10,13.16722326
112,5repeatAllMolecules/11Methylenedi_3_20190107151132,19,43,0,0,359.09805,20.71294873,25.56591266,23.08511915,"[23.39217568 22.9899337  24.08887917 22.64116783 23.39117816 22.85447934
 24.4154062  22.25607696 25.14203587 21.2345004  25.56591266 23.6913235
 22.3932331  21.54385909 21.87438617 23.59532371 24.13234335 23.93444858
 20.71294873 21.85277078]",25.92528425,C21H14N2O4,358.095358,13676-54-5,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,NatComm,10,13.08511915
113,5repeatAllMolecules/11Methylenedi_4_20190107151937,20,34,0,0,359.099,17.15766646,27.07612368,22.59758456,"[26.28626705 20.16999038 20.93195469 22.08971381 18.62064731 23.92111135
 22.64794081 24.03611203 17.15766646 27.07612368 22.88890907 20.1062787
 23.47841067 21.27676702 25.45122097 21.37511545 22.01323303 22.4829039
 26.86624127 23.07508348]",25.83083296,C21H14N2O4,358.095358,13676-54-5,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,NatComm,10,12.59758456
114,5repeatAllMolecules/11Methylenedi_5_20190107152738,24,38,0,0,359.0989,18.2544281,26.68974355,22.98641852,"[25.9083565  22.32307341 26.68974355 24.14380518 22.84916426 22.72763971
 22.32509084 21.60327214 18.2544281  24.33568829 23.95876713 24.04906599
 22.49475202 24.69064385 23.99188008 20.31326587 22.63674087 24.58867325
 20.56222675 21.28209254]",25.03681716,C21H14N2O4,358.095358,13676-54-5,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,NatComm,10,12.98641852
115,5repeatAllMolecules/12Aminoethylpiperazine_1,14,210,0,0,129.1384,5.504171895,9.526031818,7.165481148,"[6.2088776  5.50417189 7.0225934  5.77092183 7.35443719 9.09911451
 7.90123925 7.4172609  7.58871958 9.52603182 5.92803784 7.44064709
 8.00234669 7.96343285 6.3776012  7.61765427 6.38050351 6.11717806
 7.58290227 6.50595123]",7.938882335,C6H15N3,129.126597,140-31-8,NCCN1CCNCC1,NatComm,4,3.165481148
116,5repeatAllMolecules/12Aminoethylpiperazine_2,14,218,0,0,129.1384,5.504171895,9.526031818,7.165481148,"[6.2088776  5.50417189 7.0225934  5.77092183 7.35443719 9.09911451
 7.90123925 7.4172609  7.58871958 9.52603182 5.92803784 7.44064709
 8.00234669 7.96343285 6.3776012  7.61765427 6.38050351 6.11717806
 7.58290227 6.50595123]",7.938882335,C6H15N3,129.126597,140-31-8,NCCN1CCNCC1,NatComm,4,3.165481148
117,5repeatAllMolecules/12Aminoethylpiperazine_4,14,499,0,0,129.1384,4.063694028,8.89402944,6.697245488,"[5.67368859 4.69318922 8.89402944 8.67864711 8.05010963 4.06369403
 7.17755278 8.12126503 5.62673733 6.44082088 8.13807445 5.71095982
 7.13623569 7.98797445 6.15842175 6.63637616 5.78691187 4.27627596
 6.80096205 7.89298353]",7.938882335,C6H15N3,129.126597,140-31-8,NCCN1CCNCC1,NatComm,4,2.697245488
118,5repeatAllMolecules/133trimethly_1,20,42,0,0,323.1382,17.42631372,26.28629678,21.04503649,"[20.84548483 17.94800532 21.93671771 19.5345377  21.82054932 18.94921084
 20.43270777 19.93171921 19.90877451 25.38138344 20.800958   20.09039851
 19.5070253  23.62808239 19.20341234 19.96172593 17.42631372 23.54481182
 23.76261444 26.28629678]",22.7823064,C19H18N2O3 ,322.131743,1498-88-0,CN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,NatComm,15,6.045036494
119,5repeatAllMolecules/133trimethly_2,14,39,0,0,323.1381,16.46041195,24.59567108,20.37945424,"[19.81926646 17.24833104 18.27012655 22.47285262 21.38740683 20.54246598
 16.46041195 19.19516371 21.12029746 24.34360189 20.84818907 16.53031932
 20.7377511  20.61451002 23.57106732 19.56221877 16.57418411 19.84246045
 24.59567108 23.85278902]",21.46945656,C19H18N2O3 ,322.131743,1498-88-0,CN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,NatComm,15,5.379454238
120,5repeatAllMolecules/133trimethly_3,33,40,0,0,323.1372,16.0206813,26.69230976,20.73467946,"[22.35675717 17.99363785 22.11834687 18.33557436 18.90347603 23.26538237
 23.31259038 21.05501351 19.79128493 21.06733919 16.0206813  18.09877326
 16.88249781 23.62343784 20.19551267 19.63903386 23.49386307 20.5149248
 21.33315208 26.69230976]",21.69632306,C19H18N2O3 ,322.131743,1498-88-0,CN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,NatComm,15,5.734679455
121,5repeatAllMolecules/133trimethly_4,9,422,0,0,322.963,15.54904281,25.36848907,20.53819212,"[17.13825762 22.01810377 18.00936025 19.7672939  20.22829474 20.67045973
 23.50071587 21.64379244 21.15850147 15.54904281 21.92318072 20.0695759
 25.36848907 23.77750442 19.99291211 16.58719496 19.89022062 15.99665341
 23.61935605 23.85493259]",22.9055527,C19H18N2O3 ,322.131743,1498-88-0,CN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,NatComm,15,5.538192123
122,5repeatAllMolecules/133trimethly_5,17,42,0,0,323.138,17.50079311,24.36814208,20.51861194,"[17.95147689 21.90705384 19.45906335 18.65555877 17.75927921 18.41843348
 21.53115712 17.50079311 21.73030314 21.38647576 21.80263496 21.21840327
 20.06119392 23.32308116 24.36814208 19.23619137 22.20630833 18.69310653
 22.17580855 20.98777403]",22.64151566,C19H18N2O3 ,322.131743,1498-88-0,CN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,NatComm,15,5.518611943
123,5repeatAllMolecules/2Deoxyadenosine5monophosphate_1,10,456,0,0,332.0141,14.70640203,26.31719982,20.34585918,"[20.10919606 22.07317971 19.82163623 17.1022384  24.55926231 26.31719982
 22.13426613 16.23712137 14.70640203 22.18151403 15.95420255 21.07005077
 20.39672428 19.7883753  19.91860699 18.73024201 23.91313273 22.34976415
 16.75378727 22.80028149]",22.36602237,C10H14N5O6P,331.068173,653-63-4,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,NatComm,17,3.345859181
124,5repeatAllMolecules/2Deoxyadenosine5monophosphate_2,2,7,0,0,332.0747,15.26703897,28.56176557,21.38900099,"[22.05510791 24.53547328 17.1419132  17.35049334 23.2201653  18.04598228
 24.06784835 24.26916789 15.26703897 28.56176557 22.8805355  20.73247528
 18.39699876 22.74703764 24.87083171 21.81398107 19.22006256 22.01941853
 20.87198084 19.7117419 ]",23.53206551,C10H14N5O6P,331.068173,653-63-4,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,NatComm,17,4.389000994
125,5repeatAllMolecules/2Deoxyadenosine5monophosphate_3,3,7,0,0,332.0747,15.26703897,28.56176557,21.38900099,"[22.05510791 24.53547328 17.1419132  17.35049334 23.2201653  18.04598228
 24.06784835 24.26916789 15.26703897 28.56176557 22.8805355  20.73247528
 18.39699876 22.74703764 24.87083171 21.81398107 19.22006256 22.01941853
 20.87198084 19.7117419 ]",23.53206551,C10H14N5O6P,331.068173,653-63-4,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,NatComm,17,4.389000994
126,5repeatAllMolecules/2Deoxyadenosine5monophosphate_4,2,7,0,0,332.0748,17.25290422,26.40617565,21.71758805,"[21.80940971 19.96475792 24.2820106  19.59583711 20.78034025 24.52065088
 21.63110565 26.40617565 24.56538644 17.93831625 22.01119141 20.15107619
 23.92512694 22.03268578 22.41468579 20.77480262 19.95173325 22.81834594
 21.52521848 17.25290422]",22.67820684,C10H14N5O6P,331.068173,653-63-4,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,NatComm,17,4.717588054
127,5repeatAllMolecules/2Deoxyadenosine5monophosphate_5,2,7,0,0,332.0748,16.92950456,26.50503846,21.93141606,"[21.89694009 21.68940038 24.3097705  21.73377776 23.60475494 24.18792586
 24.60507928 25.23127248 26.50503846 19.61529355 21.10744425 20.12023334
 24.67354479 21.0803143  22.28555729 20.71731593 18.94967292 21.47826617
 17.90721434 16.92950456]",22.67820684,C10H14N5O6P,331.068173,653-63-4,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,NatComm,17,4.93141606
128,5repeatAllMolecules/444TritertButy_1,76,44,0,0,402.2892,21.77042812,31.31857711,26.53226107,"[22.6817123  27.69920479 28.64115467 24.97522551 24.54181343 24.98930666
 30.56249501 28.53647971 27.47656129 28.52392182 27.51463227 22.64631551
 25.85231269 21.77042812 28.51849733 31.31857711 26.00065265 28.83497757
 25.02267299 24.53828008]",27.07019701,C27H35N3,401.283097,115091-29-7,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)ccn3)n2)c1,NatComm,10,16.53226107
129,5repeatAllMolecules/444TritertButy_2,66,35,0,0,402.2892,23.40733769,30.86770957,26.50827654,"[26.01123464 26.59869889 25.4954658  23.85325569 27.94669736 29.56542892
 24.29310057 30.86770957 27.15531387 27.52913576 27.22059802 25.02537802
 23.40733769 24.69484708 28.67809794 24.24533336 26.41519314 26.53466231
 29.46265497 25.16538714]",27.07019701,C27H35N3,401.283097,115091-29-7,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)ccn3)n2)c1,NatComm,10,16.50827654
130,5repeatAllMolecules/444TritertButy_3,103,54,0,0,402.2893,19.68680817,30.24492937,25.39308598,"[21.00602656 24.78192912 28.4258375  22.13891637 26.26188791 28.53223071
 26.42407644 27.94710909 19.68680817 25.62299035 23.81518773 25.3263832
 25.89367804 23.60517718 27.03116239 23.18748299 25.59238793 30.24492937
 28.30480468 24.03271387]",29.17288477,C27H35N3,401.283097,115091-29-7,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)ccn3)n2)c1,NatComm,10,15.39308598
131,5repeatAllMolecules/444TritertButy_4,63,38,0,0,402.2892,19.58528318,30.50720798,26.36284958,"[24.59866895 25.68464306 24.5940559  29.78842419 26.0102757  28.25277937
 30.50720798 26.99826424 26.28381822 27.6991302  28.88197593 27.7711444
 25.40546129 27.66986121 26.35691259 27.73843523 25.60789175 22.45445005
 19.58528318 25.36830825]",27.07019701,C27H35N3,401.283097,115091-29-7,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)ccn3)n2)c1,NatComm,10,16.36284958
132,5repeatAllMolecules/444TritertButy_5,99,4656,0,0,402.2893,18.14144123,24.82503648,21.43756273,"[21.21643403 19.31810209 21.47358902 20.08884486 23.94689755 19.22935545
 21.31063081 21.9780762  24.82503648 21.56426551 19.38237851 22.09345847
 22.28945172 23.21771426 22.42399204 24.30047567 22.42324796 18.69075953
 20.83710313 18.14144123]",29.17288477,C27H35N3,401.283097,115091-29-7,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)ccn3)n2)c1,NatComm,10,11.43756273
133,5repeatAllMolecules/4Aminopiperidine_5,7,0,0,0,101.1073,3.382605439,6.784179388,5.158324997,"[6.26636449 4.75203123 6.29769074 5.91777838 3.86446836 3.92908058
 3.38260544 4.18290709 6.27566281 4.40202447 5.59954315 5.83782028
 6.78417939 5.87377053 3.8433658  6.2334634  5.0623492  5.37770702
 4.78576955 4.49791802]",5.926700404,C5H12N2,100.1000048,13035-19-3,NC1CCNCC1,NatComm,4,1.158324997
134,5repeatAllMolecules/57Dimethyl_1,33,30,0,0,239.05935,10.35296496,18.82014662,14.15981738,"[13.23074245 17.20790806 18.82014662 15.88219335 12.63964866 15.98894058
 14.37489646 14.45893579 11.4756493  13.52684176 13.16184608 13.6666198
 16.67752649 16.23301776 12.0463198  12.25039342 10.35296496 13.89207115
 13.15783299 14.15185209]",16.55272728,C9H10N4O2S,238.052448,41266-71-1,Cc1cc(C)n2c(SCC(=O)O)nnc2n1,NatComm,15,0.840182621
135,5repeatAllMolecules/57Dimethyl_2,15,31,0,0,239.0593,10.95684359,19.18999221,14.50881976,"[17.73602369 12.28519383 14.4823153  14.0801317  13.60954784 19.18999221
 15.24549632 11.17925189 12.21344268 16.10306316 17.46927858 14.54058417
 14.34288087 15.88503485 10.95684359 14.33000093 13.4711255  13.62859109
 14.43862374 14.98897317]",15.45318219,C9H10N4O2S,238.052448,41266-71-1,Cc1cc(C)n2c(SCC(=O)O)nnc2n1,NatComm,15,0.491180245
136,5repeatAllMolecules/57Dimethyl_3,16,26,0,0,239.0593,11.06229391,18.11844662,14.51667921,"[13.69423016 18.11844662 11.45590624 16.28112056 17.48992846 12.83913761
 14.59148467 16.68360892 16.97525933 11.72256547 14.18048083 12.91381974
 16.47382697 16.80243947 11.09433239 15.91875144 14.50806617 15.62755342
 11.90033185 11.06229391]",15.45318219,C9H10N4O2S,238.052448,41266-71-1,Cc1cc(C)n2c(SCC(=O)O)nnc2n1,NatComm,15,0.483320789
137,5repeatAllMolecules/57Dimethyl_4,13,25,0,0,239.0594,9.827779596,17.00753954,14.04570811,"[14.28393345 15.64031782 10.94470795 17.00753954 16.6966452  14.84397451
 14.92081396 13.70772818 15.43620769 11.64403847 14.79219774 13.13334838
 14.88622883 15.55092047  9.8277796  14.34306323 14.7194482  15.0239019
 11.42957038 12.08179665]",15.67574401,C9H10N4O2S,238.052448,41266-71-1,Cc1cc(C)n2c(SCC(=O)O)nnc2n1,NatComm,15,0.954291892
138,5repeatAllMolecules/57Dimethyl_5,26,30,0,0,239.0594,10.71370065,16.92779616,13.67790227,"[10.71370065 15.12510643 15.44140163 13.90641787 11.98580857 14.27589723
 13.36285521 12.49671093 16.92779616 12.42685705 11.97709332 12.36304475
 15.24033965 15.63411621 14.31869218 13.28290191 11.96849862 15.8677758
 13.28209878 12.96093235]",15.67574401,C9H10N4O2S,238.052448,41266-71-1,Cc1cc(C)n2c(SCC(=O)O)nnc2n1,NatComm,15,1.322097735
139,5repeatAllMolecules/5Amino13chlorophenyl_1,33,75,0,0,219.1738,9.470106482,14.71132714,12.38895715,"[ 9.47010648 11.81087524 14.06781164 12.12108373 11.74860833 13.16548755
 14.68126462 10.51783692 12.32494582 11.91466791 12.51331029 13.59747267
 14.71132714 11.79258932 10.31684491 14.12838102 12.14313355 13.80654561
 12.05207496 10.89477522]",14.48069774,C10H7ClN4,218.035924,51516-68-8,N#Cc1cnn(-c2cccc(Cl)c2)c1N,NatComm,11,1.388957146
140,5repeatAllMolecules/5Amino13chlorophenyl_2,33,77,0,0,219.1738,9.470106482,14.71132714,12.38895715,"[ 9.47010648 11.81087524 14.06781164 12.12108373 11.74860833 13.16548755
 14.68126462 10.51783692 12.32494582 11.91466791 12.51331029 13.59747267
 14.71132714 11.79258932 10.31684491 14.12838102 12.14313355 13.80654561
 12.05207496 10.89477522]",14.48069774,C10H7ClN4,218.035924,51516-68-8,N#Cc1cnn(-c2cccc(Cl)c2)c1N,NatComm,11,1.388957146
141,5repeatAllMolecules/5Amino13chlorophenyl_3,26,74,0,0,219.0427,9.335456199,14.98961872,12.10941639,"[12.28429158 14.21520984 14.98961872 11.71439996 11.8931759  10.75099482
 10.98223288 13.73672897 11.60156983  9.92791653 13.59516288 11.23932304
 12.41487588 12.15353014 11.92627321  9.3354562  12.62162921 12.19989494
 11.53258231 13.07346095]",14.53707823,C10H7ClN4,218.035924,51516-68-8,N#Cc1cnn(-c2cccc(Cl)c2)c1N,NatComm,11,1.10941639
142,5repeatAllMolecules/5Amino13chlorophenyl_4,25,74,0,0,219.0427,9.335456199,14.98961872,12.10941639,"[12.28429158 14.21520984 14.98961872 11.71439996 11.8931759  10.75099482
 10.98223288 13.73672897 11.60156983  9.92791653 13.59516288 11.23932304
 12.41487588 12.15353014 11.92627321  9.3354562  12.62162921 12.19989494
 11.53258231 13.07346095]",14.53707823,C10H7ClN4,218.035924,51516-68-8,N#Cc1cnn(-c2cccc(Cl)c2)c1N,NatComm,11,1.10941639
143,5repeatAllMolecules/5Amino13chlorophenyl_5,32,76,0,0,219.1738,9.470106482,14.71132714,12.38895715,"[ 9.47010648 11.81087524 14.06781164 12.12108373 11.74860833 13.16548755
 14.68126462 10.51783692 12.32494582 11.91466791 12.51331029 13.59747267
 14.71132714 11.79258932 10.31684491 14.12838102 12.14313355 13.80654561
 12.05207496 10.89477522]",14.48069774,C10H7ClN4,218.035924,51516-68-8,N#Cc1cnn(-c2cccc(Cl)c2)c1N,NatComm,11,1.388957146
144,5repeatAllMolecules/5Aminoisophthalicacid_1,29,67,0,0,182.0444,7.888875372,14.55366545,10.26196575,"[13.17369253  9.77947969  7.88887537  9.23620732 10.70965451 14.55366545
  8.1049601  10.21397534  8.79400097 11.06240057  8.14289702  9.6610694
 11.46409654 10.49873311 10.02046979  8.99741342 12.51810785  8.04438443
 11.18709749 11.18813414]",11.50975221,C8H7NO4,181.037509,99-31-0,Nc1cc(C(=O)O)cc(C(=O)O)c1,NatComm,7,3.261965753
145,5repeatAllMolecules/5Aminoisophthalicacid_2,32,49,0,0,182.0444,8.115439642,14.39079614,10.18131027,"[11.37071642  9.37955379  8.31947389  9.34807268  9.25212555 12.4590273
  8.11543964 10.82514767 10.12243965 14.39079614  9.58386578 10.50706958
 10.19318601  9.9442772  10.92134695  9.05839276 11.72123905  8.38324265
  8.78639436 10.94439826]",11.50975221,C8H7NO4,181.037509,99-31-0,Nc1cc(C(=O)O)cc(C(=O)O)c1,NatComm,7,3.181310266
146,5repeatAllMolecules/5Aminoisophthalicacid_3,29,49,0,0,182.0444,8.115439642,14.39079614,10.18131027,"[11.37071642  9.37955379  8.31947389  9.34807268  9.25212555 12.4590273
  8.11543964 10.82514767 10.12243965 14.39079614  9.58386578 10.50706958
 10.19318601  9.9442772  10.92134695  9.05839276 11.72123905  8.38324265
  8.78639436 10.94439826]",11.50975221,C8H7NO4,181.037509,99-31-0,Nc1cc(C(=O)O)cc(C(=O)O)c1,NatComm,7,3.181310266
147,5repeatAllMolecules/5Aminoisophthalicacid_4,44,47,0,0,182.0444,8.067025865,12.58052197,10.26938553,"[12.58052197  9.40020644  9.48112787 10.5502715  10.99624595 12.43922175
 10.33737136 11.38820076  9.6676755  11.33297173 10.56015922  9.93071572
 10.88677282  8.88932475  9.21322031  8.06702586 10.87234338  8.8750172
  9.59937619 10.31994033]",11.50975221,C8H7NO4,181.037509,99-31-0,Nc1cc(C(=O)O)cc(C(=O)O)c1,NatComm,7,3.269385531
148,5repeatAllMolecules/5Aminoisophthalicacid_5,35,49,0,0,182.0444,8.115439642,14.39079614,10.18131027,"[11.37071642  9.37955379  8.31947389  9.34807268  9.25212555 12.4590273
  8.11543964 10.82514767 10.12243965 14.39079614  9.58386578 10.50706958
 10.19318601  9.9442772  10.92134695  9.05839276 11.72123905  8.38324265
  8.78639436 10.94439826]",11.50975221,C8H7NO4,181.037509,99-31-0,Nc1cc(C(=O)O)cc(C(=O)O)c1,NatComm,7,3.181310266
149,5repeatAllMolecules/5Bromo2hydroxyphenyl_1,58,188,0,0,343.128,18.61186171,26.02686675,21.65392456,"[22.18032758 21.34172705 18.61186171 24.00861757 21.37112641 21.73887542
 21.28830393 19.4657069  21.0126197  18.64110417 18.90415367 21.64206266
 24.16067366 19.69224024 25.57055698 21.36254273 23.80978359 21.80415001
 26.02686675 20.4451904 ]",22.56824646,C16H11BrN2O2,342.000389,68287-72-9,O=C(c1cnn(-c2ccccc2)c1)c1cc(Br)ccc1O,NatComm,14,7.653924557
150,5repeatAllMolecules/5Bromo2hydroxyphenyl_2,52,184,0,0,343.1279,16.72682798,27.56059775,21.52365852,"[21.49342116 20.00710496 20.58478262 16.72682798 21.96249324 24.42448653
 18.14205232 21.04624294 23.06753948 25.48278493 19.78750623 22.54511517
 22.17353583 19.30409161 19.26344159 27.56059775 21.36362379 19.60180653
 21.73604251 24.19967325]",23.4193386,C16H11BrN2O2,342.000389,68287-72-9,O=C(c1cnn(-c2ccccc2)c1)c1cc(Br)ccc1O,NatComm,14,7.52365852
151,5repeatAllMolecules/5Bromo2hydroxyphenyl_3,55,188,0,0,343.1279,17.38796566,25.02823648,22.02017805,"[25.02823648 23.1819857  22.50361686 20.28448653 17.6850482  20.48612979
 21.91407716 23.89415342 24.64438569 23.64666042 18.4298709  24.09066585
 23.04334952 22.55399636 24.86800861 17.38796566 23.8889344  21.90681877
 23.45443339 17.51073732]",23.4193386,C16H11BrN2O2,342.000389,68287-72-9,O=C(c1cnn(-c2ccccc2)c1)c1cc(Br)ccc1O,NatComm,14,8.020178052
152,5repeatAllMolecules/5Bromo2hydroxyphenyl_4,55,187,0,0,343.1279,17.409479,25.40638145,21.67249304,"[23.0505618  18.68504292 17.409479   18.85934626 21.93496962 21.14230903
 20.78184064 23.75547049 23.22004763 22.9272746  20.73933698 23.92189945
 23.75130226 23.86600517 22.24040252 19.46236274 19.62521775 25.40638145
 25.20586363 17.46474678]",23.4193386,C16H11BrN2O2,342.000389,68287-72-9,O=C(c1cnn(-c2ccccc2)c1)c1cc(Br)ccc1O,NatComm,14,7.672493036
153,5repeatAllMolecules/5Bromo2hydroxyphenyl_5,50,231,0,0,343.128,16.5365211,25.88719726,21.77218766,"[21.63100371 16.71084691 18.52053066 25.24323157 23.20033912 19.6096128
 25.02777536 21.23817096 18.0897791  24.46189116 22.99258908 24.60786964
 25.88719726 22.75037041 16.5365211  22.66825816 20.79413665 22.34908203
 17.40671353 25.71783401]",22.56824646,C16H11BrN2O2,342.000389,68287-72-9,O=C(c1cnn(-c2ccccc2)c1)c1cc(Br)ccc1O,NatComm,14,7.772187661
154,5repeatAllMolecules/64Methylsulfonylphenyl_1,18,46,0,0,262.0526,12.97759737,18.19748465,16.0550191,"[16.03600458 12.97759737 14.37437435 15.48776169 15.54791017 17.50924563
 15.70704763 13.69226092 18.19748465 17.03176363 16.93065928 16.32095131
 18.06279394 15.92246921 16.74072287 15.89516839 15.79413799 14.89175355
 17.92082258 16.05945216]",17.94107122,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,5.055019095
155,5repeatAllMolecules/64Methylsulfonylphenyl_1_20181219051738,14,45,0,0,262.0526,12.97759737,18.19748465,16.0550191,"[16.03600458 12.97759737 14.37437435 15.48776169 15.54791017 17.50924563
 15.70704763 13.69226092 18.19748465 17.03176363 16.93065928 16.32095131
 18.06279394 15.92246921 16.74072287 15.89516839 15.79413799 14.89175355
 17.92082258 16.05945216]",17.94107122,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,5.055019095
156,5repeatAllMolecules/64Methylsulfonylphenyl_2,19,45,0,0,262.0526,12.97759737,18.19748465,16.0550191,"[16.03600458 12.97759737 14.37437435 15.48776169 15.54791017 17.50924563
 15.70704763 13.69226092 18.19748465 17.03176363 16.93065928 16.32095131
 18.06279394 15.92246921 16.74072287 15.89516839 15.79413799 14.89175355
 17.92082258 16.05945216]",17.94107122,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,5.055019095
157,5repeatAllMolecules/64Methylsulfonylphenyl_2_20181219052549,17,47,0,0,262.0526,12.97759737,18.19748465,16.0550191,"[16.03600458 12.97759737 14.37437435 15.48776169 15.54791017 17.50924563
 15.70704763 13.69226092 18.19748465 17.03176363 16.93065928 16.32095131
 18.06279394 15.92246921 16.74072287 15.89516839 15.79413799 14.89175355
 17.92082258 16.05945216]",17.94107122,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,5.055019095
158,5repeatAllMolecules/64Methylsulfonylphenyl_3,20,46,0,0,262.0526,12.97759737,18.19748465,16.0550191,"[16.03600458 12.97759737 14.37437435 15.48776169 15.54791017 17.50924563
 15.70704763 13.69226092 18.19748465 17.03176363 16.93065928 16.32095131
 18.06279394 15.92246921 16.74072287 15.89516839 15.79413799 14.89175355
 17.92082258 16.05945216]",17.94107122,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,5.055019095
159,5repeatAllMolecules/64Methylsulfonylphenyl_3_20181219053400,12,46,0,0,262.0526,13.52298887,20.06884246,16.46601957,"[15.20578606 13.52298887 15.55884632 16.35519078 16.16361383 18.95233832
 14.45482536 15.2794199  16.18580844 15.73781902 17.11958491 15.91307335
 18.37255879 16.72546973 17.08893277 16.28605312 15.65575951 17.22284705
 17.45063282 20.06884246]",17.94107122,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,5.466019571
160,5repeatAllMolecules/64Methylsulfonylphenyl_4,14,50,0,0,262.0527,12.17027415,19.23933953,15.98588262,"[16.41743992 13.42417341 14.56203504 14.54458433 16.93360091 16.87335044
 14.04443964 12.17027415 16.7024618  17.34092326 19.23933953 18.4299635
 16.20910665 15.53670416 17.53478651 18.0123087  13.72628569 14.73756941
 15.91628191 17.36202336]",17.59727308,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,4.985882616
161,5repeatAllMolecules/64Methylsulfonylphenyl_4_20181219054211,13,47,0,0,262.0527,11.39472264,19.08960054,15.66912425,"[15.98507152 16.48475814 15.30399397 18.11391233 12.82908464 14.04194712
 15.99790331 16.34333607 17.15514267 14.76886853 13.92123089 14.98328774
 16.55490803 14.71604101 19.08960054 14.47554219 17.14072798 15.13606577
 18.9463399  11.39472264]",17.59727308,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,4.66912425
162,5repeatAllMolecules/64Methylsulfonylphenyl_5,15,48,0,0,262.0526,12.25455786,19.20828276,16.12596714,"[17.98485083 12.25455786 17.27140983 13.31314313 14.88518172 15.89113662
 16.03589099 15.04899957 18.09221881 15.0367731  18.15923424 16.20870309
 15.42913289 16.12550222 19.20828276 16.9908812  15.6290271  15.97196278
 14.87308013 18.10937388]",17.94107122,C13H11NO3S,261.045966,834884-84-3,CS(=O)(=O)c1ccc(-c2cccc(C=O)n2)cc1,NatComm,11,5.125967138
163,5repeatAllMolecules/72HYDROXYPROPYLTHEOPHYLLINE_1,15,9,0,0,239.1137,12.45336077,18.13939497,14.85968389,"[15.56471287 15.31488184 14.81260865 16.63182774 12.95053268 14.90826784
 14.8253234  15.4813481  13.21027177 12.99929842 13.055527   16.55698225
 12.45336077 14.6314276  15.29152254 14.53947446 18.03540507 18.13939497
 15.02953039 12.76197945]",16.42403537,C10H14N4O3 ,238.10659,603-00-9,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,NatComm,13,1.859683892
